date,gdpm,Energy.sector,Business.sector,Business.industries,Industrial.production,manufacturing.industries,Durable.good,Information,communication.technology,technology.sector,Public.Sector,Content,media,Cannabis,Agriculture,forestry,fishing.and.hunting,Mining,quarrying,oil.extraction,gas.extraction,Utilities,Construction,Manufacturing,Wholesale.trade,Retail.trade,Transportation,warehousing,cultural.industries,cultural,Finance,insurance,Real.estate,rental,leasing,Professional,scientific,technical.services,Management.companies,Management.enterprises,Administrative.support,waste.management,Educational.services,Health.care,social.assistance,Arts,entertainment,recreation,Accommodation,food.services,Public.administration,perishable,export,import,trade.balance,US.industrial,US..Shipment,Building.Permits,Consumer.confidence.index,inflation,employment,US.employment,gdp.growth,Price.Index,Housing.starts,US.Retail,Shipment,US.Shipment,global.pmi,Inventories,retail.trade,US.retail,US.housing,consumption,expenditure,Services,investment,Residential,Machinery,equipment,Intellectual.property,Farm
11-Oct,-0.00218,48.9847731,11.1464141,-9.8880367,-24.6932557,-10.0424992,1.6365428,-2.5345287,-4.2557301,15.1373248,-3.1454801,1.6346854,-3.6247258,14.6120235,-0.9164114,0.6203016,-7.6723267,-0.9887105,7.5230266,7.1599649,1.791145,0.8170799,1.1293991,1.4518704,35.945713,10.4192987,-0.8081803,-15.4210599,-28.3218732,1.1507325,-0.6939791,0.252649,0.9512106,-2.5797717,-3.9626594,-2.4205207,-2.5547625,-11.0801622,2.8711407,26.0474097,-3.1178273,-1.1685307,-1.4270282,-0.2213659,-3.0258341,-0.0522997,0.2203569,-0.7394898,-2.2638123,3.7067255,15.1262545,-0.3619292,1.3107024,1.1253924,-17.0072712,-7.1234124,-15.7092303,-1.7552965,-18.7833785,2.9836685,-2.3141019,-6.1518859,-1.3102372,-0.427569,36.5703318,1.0165457,0.2565948,-15.7092303,-36.7828747,7.6720927,10.4192987,14.1159697,-5.8484217,6.8911425,6.2588395,0.3442106,0.629285,-2.356839,-1.2752523,0.296897,-2.375892,0.9776698
11-Nov,0.048739,-21.8938694,0.1673612,26.3083852,-18.0657621,10.0457536,8.4186676,1.7379635,5.0773102,1.2574301,5.0378442,-0.1782875,-0.7827638,-3.8118361,7.1965615,-3.854336,1.5716298,1.3607904,29.2711432,1.8262088,8.4399367,-4.5687375,-1.2959798,-1.3105273,-20.5375932,-22.5823178,0.5588901,19.8645869,-7.0434003,-1.0603369,-2.8874538,-0.0131268,-1.1979401,-0.1188206,-0.9936752,1.094334,0.3248071,21.485503,-7.581185,-2.8550894,-9.3356696,1.4265704,-2.2427506,0.6366798,2.9060014,1.1359661,-2.0302863,-1.5558318,0.0958674,1.936327,-10.5973044,6.5669403,-0.340309,-1.9989704,-3.7994876,-0.2598676,11.2036083,0.9884836,17.1649803,-4.6595174,0.4526614,-19.2953158,-9.4904337,-2.2621056,-22.7785824,2.5630825,-2.5164706,11.2036083,-8.4264338,-3.9145813,-22.5823178,-11.8628992,6.8657118,-4.2620584,4.9817165,0.4583733,-0.1946728,0.9816933,-0.6554008,-1.5177616,3.433376,-0.3689772
11-Dec,0.2086609,1.2758623,21.2426877,-12.9442329,19.271155,-8.8606232,-0.9850055,-0.7445509,-11.9348055,-20.7757009,2.6019304,-0.5951284,-2.9811126,-5.5598736,-8.9324896,2.9335151,-4.4512019,-2.5256904,-46.5139223,2.209043,10.916703,-1.1815704,2.0112961,-2.9462954,31.1415355,7.4804021,-2.3161212,17.7987686,18.7517183,-0.2591369,-0.7181939,-0.3440423,-2.3565882,-1.5960762,3.9989542,-0.6173067,0.664964,-13.6681622,5.231292,5.384274,-2.3616895,-0.3131871,2.6649686,-0.5920608,-0.229225,0.7566472,-1.2260954,0.332035,-3.4578546,-1.0506723,-3.6233195,-11.6780946,1.8815281,1.8351175,40.2930698,13.7966415,-42.3182056,3.2070187,-34.2143466,-0.3392234,0.2959927,29.4015583,1.1396864,-3.3493742,9.2575962,-9.018498,8.0831135,-42.3182056,9.0772116,-20.8552987,7.4804021,-27.6488983,1.0305488,1.070703,-14.373157,-0.5206657,-1.1540889,-0.7730793,0.8779209,2.9778883,0.0209221,-0.8775225
12-Jan,-0.040953,4.3872861,-27.966553,4.5744109,23.1989741,6.4959186,-2.0161305,-1.3396583,7.2596796,-8.6620549,5.0670423,-0.7030455,1.425533,8.8093143,-15.9240153,-2.452393,-1.2635776,-1.3925887,0.5813003,-5.3678428,32.3509912,3.2616828,-3.1585033,3.5441477,-14.7362318,5.0816938,2.5556645,-8.9267588,-7.5401058,-0.5375699,-0.4564659,-1.6147756,0.9222768,1.1620629,-6.3658153,-0.3103581,-2.1165836,1.997065,-1.0764789,-42.5390883,13.8998438,-3.8841611,-5.5129367,0.8830286,-3.3122973,-3.1009803,-0.7725229,-0.8278103,-1.2132263,-1.343346,9.6144221,1.7843722,-1.9297048,-0.8529093,-31.6556171,-18.1997577,36.7145523,-2.6079723,18.7089261,0.3551916,-3.8720011,-14.2503546,5.9188036,-1.7073119,-4.912687,13.8773631,0.2747519,36.7145523,46.6713234,10.3842313,5.0816938,11.6281383,-11.3228679,0.2010455,-2.2004731,0.000203,-0.3015754,0.1801207,-3.4089313,-3.9523753,2.7981677,-1.2429019
12-Feb,-0.1123983,-27.095664,-1.8743379,10.5200131,-10.5831974,-7.8905219,-8.9375538,-0.2962953,-11.2903111,-26.0465114,-2.5026274,0.0624086,-2.0517492,-1.9470619,10.4391882,1.3949331,16.0254597,0.7241521,12.2950647,5.7860416,-58.8994007,-0.8459971,0.6359348,-4.742223,-8.4595676,6.6230418,-5.8725907,-5.8697175,-33.2283353,-0.5432231,-0.8327288,0.5457337,1.8191909,-1.2613011,3.4791358,0.1774793,0.8447717,-6.9244511,7.5746545,18.8363761,1.2667575,1.4192766,9.6445468,-0.854608,4.3177585,0.3728864,5.3193211,-0.8280733,0.6262934,-0.511572,5.609283,-13.7503284,-0.9023743,-1.1875107,15.208027,-17.7473376,-7.1750213,-0.1795509,28.5975369,-4.6716627,0.6197593,0.1913022,-12.47087,1.5672272,-5.6512658,-5.2736861,-7.655048,-7.1750213,-11.5013099,-13.9687249,6.6230418,34.0716517,16.3017771,-2.7656237,6.4196205,-1.5851781,0.3659917,-0.4435615,0.8592272,-1.5431842,-4.9190987,1.5810884
12-Mar,0.109796,36.5338477,15.0033994,-8.045222,9.9314447,13.390813,13.4175559,-0.2996729,1.1640779,44.2942173,0.8746753,-0.4336491,-0.8371722,0.527542,-15.6951018,-1.9515127,-7.635093,0.0507239,-19.5374944,2.6340202,19.456096,-3.8581161,-0.3540873,4.6194595,6.94582,3.7235664,3.728008,-4.2716441,30.8697049,1.0725344,0.9640376,1.2606364,-1.4232168,1.6643309,-0.7578293,-0.4660343,0.2730702,11.1433096,-5.0938912,17.6350573,-18.6604376,2.4603226,13.4876967,-1.2238127,-1.5763421,-2.9237648,-5.2307191,-0.000829,2.3536448,0.1089526,-20.7425026,21.2669359,0.3960514,2.5669877,-23.6633105,6.638785,-41.899117,5.7549047,-21.303739,3.2025065,1.622688,-0.3753189,-7.0319811,-1.5813599,8.4574648,-6.919085,7.4740555,-41.899117,-37.3069144,9.1596328,3.7235664,-22.1036835,-9.0176521,2.0322233,5.2537502,0.8379087,0.5390575,-1.1798249,1.4961361,1.8801052,1.1293762,-1.6629441
12-Apr,0.1502698,-43.3621847,-13.4129889,1.550493,-13.4618909,-4.0857235,-2.8896975,0.8098062,20.8247771,-40.4176142,-15.0043223,-3.1488099,-2.04531,-5.0196332,3.0316532,1.671871,-1.759722,1.3762746,15.6049513,-3.9429648,-1.1979387,2.4651928,-0.3173523,-0.9361702,-12.6999776,-25.9785191,-3.3612102,4.3479153,3.8402565,-3.838407,-5.5249481,-1.7190569,-0.1120595,-0.8381864,-1.5809568,0.5451806,-0.3574779,1.4639483,-1.1554749,-24.113969,-0.1505793,-3.5500276,-11.1197118,-0.454097,-9.0994167,0.9048418,-0.0438608,-0.3010063,-5.2160274,-1.0805869,9.604212,9.0516807,-1.6878938,-2.6949156,11.3398607,8.9449187,41.1148612,-5.7117573,0.7352275,-6.8563027,-1.2275571,-4.2436094,12.3651611,-2.4513827,1.9827191,8.986751,-10.2533972,41.1148612,19.2949683,9.5666869,-25.9785191,5.2424255,-2.4931658,-1.5925861,-7.611428,0.0888581,-0.3398881,0.8118975,-2.0446284,0.2225664,-2.2024409,0.2685785
12-May,0.0694068,28.2627549,12.8212495,-3.0332155,-3.3888567,20.081433,8.2352794,1.0405635,-5.4307274,59.4674048,10.0503453,3.2905733,1.3909971,10.5499987,-6.0568876,-1.9906702,2.6175173,2.5330906,22.9946956,-2.8504114,14.9756995,-0.4653391,1.3968131,3.7062122,-4.4111318,16.9907597,1.4991586,-1.3697006,-1.8240785,7.6730414,4.8412312,1.0186698,0.3141866,0.8813551,-1.7906465,5.2404501,0.4259578,-0.9317345,7.1974688,16.9828195,24.8247683,0.2845184,-4.2058405,0.7680142,7.5675943,-0.342789,0.4064249,0.4236518,2.9285933,0.9226772,1.2396722,-9.9438876,1.8481076,-1.8762274,4.0383992,20.8719298,19.8932471,-1.1352448,0.1981389,8.2797494,0.2999368,8.6663638,4.0821356,2.9143395,1.3648415,-0.8356404,14.0850579,19.8932471,22.8123624,7.3801486,16.9907597,-1.5222729,1.332026,0.37673,4.4938682,-0.3016773,0.5075904,1.9707382,1.5061777,1.6094512,0.473746,0.0200461
12-Jun,0.0221807,6.2083771,8.217284,7.8138068,20.7823208,-15.1837417,-5.8350084,-2.7310362,-4.8639582,-57.7120379,-5.2566241,0.9083723,1.1529958,2.8379831,-16.1020731,4.1273922,3.315428,-2.729162,-48.7457901,7.9776676,-7.4574009,-0.1282493,-1.5418264,-2.9306683,7.2152417,-27.7057847,-0.0630833,-0.5934901,-8.6482199,-3.7862482,-0.9770392,-1.6691599,-0.9998522,-1.2300195,1.6993598,-0.0936564,0.2986371,-1.4797845,3.620953,2.6889769,-13.9237404,4.2564154,-8.0798567,1.509217,-4.417537,-0.4665903,-3.4410196,-1.9151372,-1.8474689,-0.5542565,-7.4484693,-3.3246035,-0.0933815,3.8986163,-0.9541888,-32.3247589,-26.96352,-2.0568054,-2.302705,-1.7827816,-2.6019628,-7.9538071,3.4328525,-6.2700439,-5.5101883,-10.5850094,-3.7428396,-26.96352,-13.7487945,0.1155849,-27.7057847,-7.7332124,-11.4916874,-1.8053458,4.5003417,-0.3977109,-0.9528193,-0.1026941,0.506968,-0.1983471,-1.7663745,2.0594558
12-Jul,0.0854951,-3.9770949,-24.1869757,-8.0893137,-25.2667117,-13.5109543,0.5251518,0.5221632,-4.6432358,18.418224,2.0332762,-1.3722437,0.4535989,-2.7502836,22.5395536,-1.5621761,-1.2050435,0.1920787,46.6353542,-0.3027751,-6.8745734,0.379287,0.3336849,-0.4670676,19.4733987,26.4620356,0.3549413,1.9354363,14.3007794,-0.6206947,-1.1955269,0.8581443,-1.049027,0.4707802,0.4885982,-0.9735331,0.430656,-11.0975657,-3.5227744,-14.2081943,-13.6049953,2.1050176,9.7975029,1.1036112,-0.8610629,1.0769354,3.4794057,-0.8810237,3.4487339,-0.7867359,5.3892084,15.5952857,0.5641439,-0.7051684,5.2399614,-2.7082397,0.8842046,1.3056466,1.6400598,-2.2954458,2.5739406,6.3841358,-6.5834221,6.2304364,8.1864177,9.3008661,3.076158,0.8842046,9.7510643,-7.0724886,26.4620356,27.5415002,7.3987297,2.6075704,-6.0713006,0.7912906,1.105502,-0.2104449,-0.4103,0.3795041,2.6782275,-2.0286669
12-Aug,-0.0571133,6.7496001,20.2804068,-10.3375195,15.6513272,-2.6550764,-4.8196039,-0.4640173,-0.7980585,39.8002059,5.9632221,1.8128444,1.1092692,-0.1112215,7.6502993,0.751278,-4.8136964,-0.0227513,-23.6266095,-9.7555743,2.2974305,0.8025915,-0.9802382,-1.3008242,-25.6073356,-11.1844542,-0.0479628,-3.6744868,-15.9566575,1.9196153,-0.2313518,0.6396435,-0.9575274,2.2637485,-1.2392879,-3.3314155,-1.8755437,12.5613621,5.3327943,39.8524159,-34.5975899,-6.0725257,14.1647453,-2.2732506,4.1743943,-0.0701901,-1.2156723,0.7407164,2.8573441,-3.1349505,-3.3705582,-8.5527879,0.2085621,-0.1736943,28.9458679,-4.1465861,4.598691,4.2887735,-15.8498143,3.4772836,-0.208188,-0.0163651,-0.6629914,0.7549058,-24.7799049,-20.8894624,3.8051764,4.598691,-15.8008151,-20.8319866,-11.1844542,-20.4392567,-4.4474744,-1.2852183,2.0532318,-0.5786081,-3.3091961,-0.5211646,-2.6948145,0.2015353,0.055709,1.8886425
12-Sep,-0.00568,-1.5053419,-5.2410373,7.9936137,-1.1073343,7.0937125,11.9365464,1.0420699,5.3867306,-19.4395645,8.3012122,-0.8443856,4.31295,3.8158139,-18.5250698,-1.5153191,6.8632954,4.2736714,-9.6834019,15.3281303,0.8994368,-2.5858352,1.914962,1.3607587,-0.9069425,3.3110643,0.5550972,-2.8003287,17.5463354,-0.5853729,0.9688691,-0.9661353,1.9443055,-1.4441344,1.587649,1.0958104,0.6345439,-3.7622047,-1.1541499,-86.0845211,78.2572495,-1.6699207,-18.064823,-0.0197743,-1.4646029,-0.0502949,-0.0402417,1.0884046,-0.0445883,1.5093905,1.8700837,2.7734401,-0.7985672,0.3986385,-35.1639091,9.62897,-6.6333675,-3.4156395,-3.6301538,4.6210575,-2.5223336,-7.8591523,-18.310169,-3.7633902,14.8018763,19.7746675,2.2868036,-6.6333675,15.9709914,25.1455845,3.3110643,8.2114567,8.2164077,1.5088377,2.1090882,0.8940676,5.7131854,-0.8195444,2.4614431,-1.8737285,-14.4194925,-0.745372
12-Oct,-0.0199618,-3.6286635,15.0652469,5.9502535,-0.1645773,-1.3564649,-13.0522343,-2.0053381,-1.6492134,9.8948352,-15.2699696,-0.4841886,9.2367635,-8.0229451,24.0509214,0.0488847,-2.5929204,-4.4380023,7.5531292,-6.457147,-26.4067283,0.2082781,-1.0015621,0.6207416,14.3229538,-10.98114,-0.4063105,12.4110445,9.6067444,-1.4426165,-0.4766046,-0.7363823,-0.9143351,-0.9708345,0.5319973,-0.8654955,0.0679662,2.140694,-3.607586,36.5016824,-43.8943138,2.7644384,5.4307967,-0.6424842,5.8985538,-0.4738298,-1.8660342,-1.0132249,-3.9471379,-4.6081316,4.3676585,-1.8915867,-1.1101478,-0.9464357,8.4504508,8.2099272,10.1212827,5.7916201,9.1190063,-5.5211325,-0.2192551,0.4149602,19.3898925,-4.6562852,-0.3384789,2.1150854,-3.8982893,10.1212827,50.156108,-9.0318555,-10.98114,-20.1136605,17.335164,-1.021531,1.3124109,-1.0385261,-2.1420246,-1.2112606,-3.4682495,2.3116366,15.875417,-0.9545907
12-Nov,0.2060498,10.7547079,-4.1051891,12.8439683,5.574215,-6.8052431,4.387338,-1.3117174,-0.5932934,-45.0139484,-1.5770903,-0.2202782,-5.9048733,5.7960391,-5.8126832,3.4640374,-1.3434672,-2.4432319,0.8574179,-2.9584816,27.9260874,1.6374157,-0.1598046,-1.8261808,-3.6565107,-11.6780463,-0.2313996,2.7821757,1.3853479,-0.9499568,0.1596516,-0.7893568,-0.6331238,0.0775431,0.829309,-1.1623147,-0.0909163,8.8740195,-5.705664,-2.8750452,-1.6899683,-1.7341585,-1.660227,0.1593055,-5.0663406,-1.2652819,1.463524,1.4180347,-1.465354,1.1408983,-22.4723602,8.1960802,-0.6650647,-0.4717646,-8.1903159,-8.0176268,-20.4921103,-3.6574077,-15.7923141,0.8999222,-0.4228611,1.9959979,3.3719065,10.4960696,-2.2814631,3.9251019,5.3159417,-20.4921103,-53.7690667,8.9939437,-11.6780463,9.5595407,-10.0659408,3.9122499,-1.8993816,0.1518039,-0.8819382,3.7610802,3.6462386,-2.04474,-1.1445775,1.100415
12-Dec,-0.0051,-11.1066327,-3.4530017,-14.6421922,3.486658,1.3530058,-13.2827124,-0.060689,-3.8298702,20.6485431,1.0570676,-0.2772211,-12.736716,-2.2672774,2.0770276,4.6044995,4.9511758,-0.1163236,-7.7947875,-5.1605764,-12.0510082,-2.7866457,-0.2369531,0.9114431,5.7665853,28.9415746,-1.6416002,-2.8780714,-54.4302053,1.5134974,1.8308293,-1.3537466,-0.4070618,-0.613928,-4.2528242,-1.5979479,-0.9146583,-6.8226118,-7.5368027,-19.6286984,22.0954782,5.2009789,-3.3405903,-0.9158384,-9.5077003,-0.740252,-2.0976608,-2.2156921,3.1806667,0.9519064,15.3018488,-10.2912422,0.0834069,0.3081923,14.1300319,-11.3972837,1.9572987,-2.9085841,29.3430986,-0.7155715,-1.506288,-1.1063085,-13.0445133,-15.4234377,11.138418,-3.4315153,-7.5631335,1.9572987,-2.6390669,-17.6120661,28.9415746,8.5611501,-0.1175057,-8.3751491,-0.2219609,-0.3010555,0.3199213,-1.6006377,-2.7721081,-1.2247134,-8.9693726,0.3810625
13-Jan,0.247356,-1.6436909,8.8069253,-12.0868846,-17.4025268,14.8736854,13.5950301,0.0185597,-16.3256402,-4.0144671,4.3325158,1.0968827,-2.4087277,-2.892623,-3.658819,-3.6163596,-0.00589,1.3943959,52.2409225,4.8001253,1.2395002,2.2602302,0.0746953,-2.2622175,-15.9338645,-10.8321743,-0.3128103,-4.7865439,61.3349081,-1.0951486,1.268241,2.7656537,-0.4098838,1.0372174,1.6616792,2.2332459,-0.6640072,5.8649989,10.4521916,21.2456726,-8.7640161,-6.6460111,0.2537377,-1.1097608,7.1392197,2.1913597,1.0242344,-0.8272743,-1.966943,2.1146272,0.6551371,-5.747745,0.0296898,-0.4497281,-18.7988696,17.8620546,-0.4447688,-2.367857,-15.485137,-0.269296,1.1297775,3.8661093,4.5774816,9.8415368,0.0517497,-3.9718934,-1.9603748,-0.4447688,-33.6510558,-2.5209207,-10.8321743,-7.4335257,1.0201475,1.769899,8.0315693,-0.2619098,0.1523926,-0.251635,2.6518,-2.3096818,16.9330595,1.3259797
13-Feb,0.1308504,8.4234613,-57.0401718,-0.7795978,-3.2924528,4.0822912,-15.4302134,-0.5089534,23.8276743,9.8017826,-15.1606246,-0.5139731,-0.9974491,6.8918624,0.2015326,-2.2944427,-10.1617386,-2.3742783,-27.0035769,-19.3723474,-2.6451637,0.1395764,0.5290498,0.125592,-14.9637176,10.0828874,3.4256121,-9.0570821,-4.9645528,-0.1055609,-0.4710608,-0.807372,-0.0384492,1.3453732,2.8787692,1.4879616,2.6358061,-10.4267327,0.4759902,46.4414848,-1.498936,1.4015546,-4.6245704,0.2991051,-2.3460682,-2.0248614,-2.1639837,0.4444604,0.576719,-0.6148658,-8.739054,3.1322784,2.2157075,0.1490899,6.8919624,-4.6199168,48.0924361,3.4668646,1.9474669,1.5380527,-0.8401351,1.9127013,8.6445725,-0.7309454,-2.3950638,2.5185095,3.894231,48.0924361,-14.56061,14.013445,10.0828874,7.6831595,-0.3780794,2.9394721,-11.1021694,-0.3460488,-0.0323661,1.1257857,-1.6001158,2.8600598,-12.2526079,-0.7449639
13-Mar,0.1507942,-18.5698117,20.2293339,13.4325192,6.8295313,-2.3217104,3.5460437,0.0448638,0.1773447,-22.2039902,14.2197082,0.6681507,-3.755291,0.6789144,-7.4543141,1.4245069,7.9158107,3.4514492,1.7484952,26.5647239,25.6783111,-0.1345362,0.0978154,0.483299,14.6311028,-2.7648535,-3.7607017,4.6491042,-41.9511002,-1.4666144,-0.0198992,0.7871458,0.5767951,-1.7996737,-1.0445073,-0.9641042,-2.1050343,4.5859356,-4.6247933,-45.3909169,-3.1067549,-2.2987124,1.5121151,0.6494028,-0.4165799,-1.8194303,2.4392162,1.2631326,1.6050598,-0.222377,5.4086953,10.944752,0.7066775,-0.1458364,-4.9184598,33.1659335,-65.2819216,-6.0327034,-20.3111769,-3.6163708,-0.4664639,-16.7055745,-0.3958759,-1.5835655,-7.2047713,-13.3290747,-7.5382606,-65.2819216,31.3019594,-0.5322772,-2.7648535,-11.6667002,-19.7364633,-2.4628293,5.4039171,0.1624259,-0.4790131,0.6983906,-3.0415193,1.1823917,1.0271392,1.872916
13-Apr,0.0772184,17.6510015,27.866717,-10.8619083,-3.1218388,-0.5605716,27.3248787,1.8777249,-9.6254046,15.2477602,-2.0567831,0.8533621,4.5989893,-4.975525,4.1184588,-4.0165518,9.4146861,-0.815813,-4.3051309,-36.8250093,-27.6953462,-1.2680247,1.7871701,0.6893502,12.8571739,18.5627786,0.7920638,6.5230197,39.6977167,1.6749056,-0.202796,0.0989067,0.014249,-0.7092145,-1.0869447,-1.5687368,-0.0870703,-4.5025534,4.5739556,13.0284313,3.6796215,1.384105,3.4545196,-1.0691751,5.8783506,1.3872387,-1.6214252,-0.4023276,0.7701589,2.3765777,5.5384405,-12.7132624,-0.6965545,3.2622742,0.3289585,-8.4306717,41.5337897,3.0127677,47.4817793,3.8414574,0.0955143,14.3180162,-5.9388915,0.559399,4.9595703,15.7684396,8.1825938,41.5337897,-15.9360661,-10.6974998,18.5627786,-17.3874612,17.300593,-0.0964744,-5.2181544,2.113058,-0.1321591,-0.605183,2.3518687,0.2274114,-5.4494277,-1.7580703
13-May,0.1190479,-8.6472057,1.2120305,10.2310896,1.8791488,-2.2874682,-22.5673096,-2.8785915,23.355474,15.0592104,-2.9356651,-0.2724268,-1.2755281,2.3702582,0.1014455,3.8464058,-15.7284925,-2.2223069,11.3363779,10.4338456,18.9243173,0.7274139,-1.5829135,-0.9215047,0.642627,-41.7907398,-0.8050917,2.7535515,-7.8038783,2.2293705,-0.1616599,-0.6523586,-1.8766455,0.7345945,1.5198559,-1.5015757,-0.9592794,-5.6795306,0.4344406,-6.0614334,-6.200019,1.0561777,-1.8953713,-0.9544009,1.322956,-0.3105826,0.6310468,-2.5531645,-0.4868334,-3.955848,-9.4053963,-8.2737861,0.4104246,-3.5442377,1.6091668,-10.9108787,-1.1399499,4.9098316,-48.8384559,-5.6393109,-1.6081038,-15.2396524,4.9089065,-2.7275425,2.5496357,-5.3172218,-4.3544089,-1.1399499,-13.0032685,6.5016508,-41.7907398,21.9981941,-5.3309814,-0.3309874,2.2606851,-1.6906687,0.5902639,-1.8884535,-2.8172774,-1.2075728,4.8365244,0.9868044
13-Jun,-0.1574405,-4.848643,-15.9185175,-15.3576303,-1.6038285,-9.9763812,5.1984965,1.3024908,-26.300036,24.5833062,-0.7237093,-1.3048747,-0.757916,2.0198566,-6.3915256,0.2156609,-0.9309811,-0.2553045,-12.6166267,-1.7519025,-18.9039518,-1.4119484,7.9148709,-2.2931682,23.203385,9.8298094,-0.4937237,3.5660815,1.1527028,-2.9876726,0.9950989,0.9761015,0.7349167,-0.9100237,0.6127649,-0.9424936,-0.5271196,6.5296478,10.6374973,2.4902479,10.4580029,-2.4826942,0.9810056,-0.2492257,-3.5796099,0.41326,0.410497,-0.6169347,1.427537,3.5870536,6.7590139,21.2200532,-1.7348907,-0.1997989,4.5817381,-13.8926108,15.7142851,-5.353375,13.8397265,1.8085869,0.1136326,14.6414624,-7.0042589,4.3405794,9.9906125,-1.3156976,-4.7193279,15.7142851,33.7599032,18.3536831,9.8298094,-9.2297028,-15.2105749,-0.4303135,0.0647197,0.8070919,-1.1095519,-0.553681,2.3016113,-0.3132006,-0.231179,-0.271173
13-Jul,0.2498027,-7.5686833,0.3272122,9.8011031,3.0315074,-1.8894672,-4.4540516,-0.6164871,14.4806769,-38.8850319,0.7930916,0.4090809,-2.1446377,-3.1569303,3.5041502,-1.0422651,6.7368272,-2.5606915,10.9885604,-6.6532786,29.3909783,4.8249864,-8.6679285,0.1140649,-46.5473256,1.2087303,-1.4265179,-7.8803807,-29.2898517,-1.1618623,-0.5710322,-0.0392145,0.2779419,0.3605147,-1.5837315,2.7477675,-0.2202075,-3.7336516,-9.2812413,0.3993649,5.6878592,-0.3194594,1.664215,0.0225151,2.8519145,-2.7906398,-2.1871759,0.680228,0.2857059,-1.0502348,4.3560413,-8.7832682,-0.7858161,0.3387344,24.3276305,12.4315285,-27.264381,0.3716827,9.2223054,2.3127672,-0.6737066,-1.062381,-5.2881259,0.5422181,-14.8821479,6.7101055,0.5141638,-27.264381,-2.2256018,-34.945442,1.2087303,13.2737967,4.3857205,2.2118268,7.6390416,-1.7257908,-1.4579774,2.7720719,-1.7220693,0.8867232,-0.0629999,0.1796925
13-Aug,0.1899853,6.3173725,-5.6860643,1.9068476,-13.0719672,-5.2254838,-3.0325999,-0.4293288,-8.9615762,8.8224066,5.8342721,-1.2130573,-0.544454,9.3966882,-7.6540938,-0.7701876,3.0867315,1.8051164,1.1132988,37.431059,-14.9492557,-6.0113491,0.452519,1.2381685,26.2513579,18.567396,0.16211,-7.9125796,33.7639634,0.4539259,0.0853399,-0.8689815,-1.0566376,0.7382616,0.8339502,-2.795435,0.4979024,4.1152197,-6.9426317,8.0769335,-27.3022905,0.700754,5.597279,-0.1122323,-3.7883166,1.3171543,1.5435792,-0.2258474,1.3564012,3.1563076,-2.0324503,1.0098776,-0.3668764,0.0376505,-25.0867675,-7.5180825,13.7649911,2.8097909,-2.9596827,-3.6091734,1.1280701,-0.8262795,9.5435475,-7.7932584,2.1920286,-4.1832801,0.4599613,13.7649911,-1.5843906,22.7384457,18.567396,0.8119017,10.2621704,0.6661854,-4.1167168,0.2309891,1.3709625,-1.1904334,-0.7815603,-0.33057,-6.1126564,-1.0119637
13-Sep,0.1470054,2.3092358,19.8728001,4.1407583,15.5838461,18.5334831,2.5198015,-0.8071697,12.2672411,17.3965058,7.3403586,-0.7922841,0.6514392,-5.9014004,1.420419,-3.2330759,2.3115134,0.3207392,-15.1361417,-16.2288022,-17.8589056,1.3426681,0.1263032,1.9241957,-15.4328206,-17.8395404,0.0344373,8.833998,-54.785559,0.1771229,-0.0468354,0.451608,1.4062971,0.5194602,1.3727577,2.0274066,2.5508266,2.0153542,9.3300947,6.1200468,11.815727,2.2526262,-4.5636576,2.279255,0.8115214,1.2184784,-1.4526518,0.371528,-1.8794379,2.4874064,2.1130646,-2.9876367,2.9961816,-0.4405355,-1.8093676,7.5094297,-23.3804226,3.9872671,4.1632985,1.2747447,0.9019465,-14.2401873,-10.5586761,2.9575836,-6.4935846,-16.0066009,1.9741591,-23.3804226,-0.9398331,-23.5726144,-17.8395404,-10.0153091,-22.4449099,-1.4475662,-1.8787901,0.4611685,2.0759941,2.52308,1.6648411,0.273764,7.6487259,1.2927133
13-Oct,0.2331805,-5.167153,-6.9106131,-3.3289758,15.7422634,7.2814269,3.4222496,2.8783536,-3.3468251,-18.2775551,-11.2083446,4.6955817,1.5388976,1.184714,3.3609363,0.4284794,-0.5329977,-1.7518444,4.4182644,6.6347501,25.4714742,1.8128308,1.5004415,-0.5486277,13.45805,13.5440008,3.1497252,-4.3820577,54.3806492,-0.3226171,3.3218295,0.7621464,-0.7097196,1.0964094,-1.7022622,-0.1016791,-3.0233019,10.376732,-9.4150612,-13.1859547,-4.5103751,-1.5793226,-9.6050749,1.9164903,1.1925786,1.4258274,2.030561,2.7265946,2.6467856,0.5993349,-5.3173165,8.0714021,1.5626557,1.7332832,-3.7278136,-7.6085189,0.4668219,-8.5562864,-5.7021357,2.8023922,0.0586939,-0.0345278,6.278119,-1.5286806,10.2018605,8.4712436,7.6816275,0.4668219,-29.8531203,10.5698922,13.5440008,4.79792,37.9841278,0.0529436,4.153506,-0.1668087,1.6683992,-0.705256,0.8968438,0.3009052,-4.6021396,-0.285747
